,title,contents,url,date,host,uid,leng title,leng contents,token title,token contents,top 1 words contents,top 2 words contents,top 3 words contents
52,el presidente de el salvador continúa con las duras sanciones contra pandilleros, con los recientes seis mil capturados más los 16 mil pandilleros que ya estaban encarcelados antes de la escalada homicida el país centroamericano tiene a «22000» miembros de esos grupos delictivos en los presidios informó este martes el mandatario salvadoreño nayib bukele al juramentar a 1450 nuevos miembros del ejército en la escuela militar en el oeste de san salvador la primera autoridad de el salvador declaró que a los 22000 pandilleros los tienen sin colchonetas durmiendo en el suelo hacinados y con dos tiempos de comida asimismo censuró las críticas que le hacen organismos humanitarios a nivel local e internacional por presuntas violaciones a los derechos humanos de la misma manera en otro acto en el que juramentó a 205 nuevos policías en un cuartel del sureste de san salvador bukele aprovechó para enviar un mensaje a las pandillas ante rumores de que por las operaciones masivas de captura pretenden «vengarse» de la población honrada al azar según reporte del portal informativo france 24 si cometen un acto de venganza no va haber ni un tiempo de comida en las cárceles … les juro por dios que no comerán un arroz y vamos a ver cuánto tiempo duran y no me importa lo que digan organismos internacionales» enfatizó el mandatario tras insistir a las pandillas que solo hay dos caminos la cárcel o la muerte bukele les recomendó no resistirse al arresto porque en la cárcel «van a vivir y van a tener comida en dos tiempos y sin pollo asimismo el mandatario anunció que ordenó que se inicie la construcción de una cárcel de máxima seguridad con capacidad para 20000 pandilleros para el gobernante el fenómeno de pandillas son un entramado social difícil de romper y por eso «curar» al país del flagelo señaló que es como curar un cuerpo con cáncer con metástasis el 27 de marzo el congreso de ese país a pedido de bukele decretó el estado de excepción que regirá por un mes para frenar la violencia de las pandillas otorgando poderes a la policía y el ejército asimismo el miércoles el parlamento controlado por el oficialismo reformó el código penal para aumentar de nueve a 45 años de prisión la pena máxima por pertenecer a pandillas en medio de una serie de reformas legales el salvador cerró 2021 con una tasa de homicidios de 18 muertes por cada 100000 habitantes según datos oficiales /mdcb,https://lapatria.bo/2022/04/05/el-presidente-de-el-salvador-continua-con-las-duras-sanciones-contra-pandilleros/,2022/04/05,lapatria.bo,541f9d39eeefad02b8ef5ce030641ca3,80,2317,7,213,"('pandillas', 5)","('bukele', 4)","('salvador', 4)"
53,oposición lamenta que bolivia reconozca que las aguas del silala tengan un curso internacional, tras conocer los alegatos de bolivia ante la haya por el caso silala surgieron repercusiones en este sentido el diputado de comunidad ciudadana cc saúl lara lamentó que la defensa nacional reconozca que las aguas tengan un curso internacional y que además gocen de trabajos para modificar la fuerza del caudal según el legislador estas aguas no tienen la cualidad de ser internacionales y debido a ello el gobierno chileno debería resarcir y pagar una indemnización al estado de ninguna manera estamos hablando de un río internacional de curso sucesivo como así lo llaman en el derecho internacional son manantiales que personalmente hemos conocido y que chile de manera unilateral y abusiva y aprovechando la concesión de aguas a una empresa anglochilena hoy pretenda decir que es un río internacional aseveró lara según reporte de radio fides la defensa de bolivia argumentó este lunes ante la haya que las aguas del silala no pueden ser consideradas puramente como un curso de agua internacional sino que estas fueron por un siglo un cause internacional con superficies aumentadas artificialmente el silala no puede ser descrito puramente como un curso de agua internacional natural el silala es en la actualidad y lo ha sido durante casi 100 años un curso internacional de agua singular con caudales superficiales aumentados artificialmente afirmó el abogado y geólogo gabriel eckstein quien forma parte de la defensa de bolivia ante la corte internacional de justicia cij el experto en ese sentido fue enfático en señalar que chile unilateralmente creó una red de canalización de las aguas subterráneas que vienen de bolivia para aumentar el flujo de agua de manera artificial y así aumentar la cantidad del líquido vital que llega hasta su territorio /mdcb,https://lapatria.bo/2022/04/04/oposicion-lamenta-que-bolivia-reconozca-que-las-aguas-del-silala-tengan-un-curso-internacional/,2022/04/04,lapatria.bo,c2b165ba1eb1df97c3f24f46d4459032,94,1763,9,162,"('internacional', 9)","('aguas', 5)","('curso', 5)"
54,al menos un herido durante enfrentamientos entre jucus y mineros en huanuni, se registró un enfrentamiento en el sector katarikahua en el municipio de huanuni perteneciente al departamento de oruro a las 1600 horas de la jornada precedente en el cual un grupo de trabajadores mineros fueron sorprendidos por varias personas cuando intentaban cerrar bocaminas aprovechadas por ladrones de mineral o jucus los trabajadores se encontraron con un grupo numeroso de los denominados jucus quienes los agredieron ferozmente como resultado de este ataque existe una persona herida por arma de fuego según el reporte de radio fides los trabajadores de la minera huanuni hacían labores preventivas contra el juqueo y se encontraron con otras personas que disparaban contra su humanidad logrando herir de gravedad al conductor de la minera el mismo que se encuentra en terapia intensiva decalró el fiscal departamental de oruro orlando zapata asimismo la autoridad señaló que otras dos personas ya fueron dadas de alta al presentar heridas no letales tras la emboscada los jucus se dieron a la fuga sin embargo cinco de ellos fueron capturados se espera que los antisociales brinden detalles para encontrar a los responsables de este hecho /mdcb,https://lapatria.bo/2022/04/05/al-menos-un-herido-durante-enfrentamientos-entre-jucus-y-mineros-en-huanuni/,2022/04/05,lapatria.bo,69c9c217e345f2c1ae835405671d9a3e,75,1158,6,104,"('trabajadores', 3)","('fueron', 3)","('personas', 3)"
57,el increíble descubrimiento de la estrella eärendel y qué nos enseña sobre los primeros instantes del universo,    el descubrimiento de la estrella más lejana jamás detectada es un hito en el estudio del universo ha sido posible gracias a la amplificación de su luz en su camino hacia nosotros y puede enseñarnos mucho sobre los primeros instantes del universo     evolución estelar cómo ha sido detectada la estrella eärendel evolución estelar cómo ha sido detectada la estrella eärendel,https://eldeber.com.bo/bbc/el-increible-descubrimiento-de-la-estrella-earendel-y-que-nos-ensena-sobre-los-primeros-instantes-de_273411,5/4/2022,eldeber.com.bo,15c85859b430b57fd8cfca06a5c730bb,110,377,9,35,"('estrella', 3)","('detectada', 3)","('sido', 3)"
58,conoce los beneficios de la dieta mediterránea ,este tipo de alimentación puede estabilizar los niveles de azúcar en sangre colesterol y triglicéridos más bajos y a un riesgo menor de desarrollar enfermedades cardíacas y otros problemas de salud  la historia  cuáles son los beneficios  qué alimentos incluye  para saber más la historia  cuáles son los beneficios  qué alimentos incluye  para saber más,https://eldeber.com.bo/edicion-impresa/conoce-los-beneficios-de-la-dieta-mediterranea_273204,4/4/2022,eldeber.com.bo,67a42d755bcfcdbbaa78a85933af57ba,47,354,4,29,"('historia', 2)","('cuáles', 2)","('beneficios', 2)"
59,wilstermann finalmente pudo viajar a chile para jugar esta noche con everton,la delegación del club cochabambino partió al vecino país pasada las 700 de este martes luego de que el vuelo se suspendiera dos veces  recién este martes por la mañana pudo ausentarse al vecino país el partido se jugará en el estadio sausalito el viaje del equipo aviador a santiago de chile estaba previsto para el domingo finalmente la autorización llegó ayer casi a la medianoche recién este martes por la mañana pudo ausentarse al vecino país el partido se jugará en el estadio sausalito el viaje del equipo aviador a santiago de chile estaba previsto para el domingo finalmente la autorización llegó ayer casi a la medianoche debido a que el vuelo chárter que contrató wilstermann no tenía la autorización correspondiente de la dga chilena el viaje de la delegación del equipo rojo se suspendió dos veces y   para visitar esta noche a everton en el inicio de la fase de grupos de la copa sudamericana  ubicado en la ciudad de viña del mar en el gran valparaíso a partir de las 2030 inicialmente   luego se lo reprogramó para el lunes pero debido a que la línea aérea no obtenía el permiso para aterrizar en chile se lo volvió a suspender y el vuelo fue programado para este martes a las 700 la delegación del rojo cochabambino ya se encuentra en territorio chileno debido a que el vuelo chárter que contrató wilstermann no tenía la autorización correspondiente de la dga chilena el viaje de la delegación del equipo rojo se suspendió dos veces y   para visitar esta noche a everton en el inicio de la fase de grupos de la copa sudamericana  ubicado en la ciudad de viña del mar en el gran valparaíso a partir de las 2030 inicialmente   luego se lo reprogramó para el lunes pero debido a que la línea aérea no obtenía el permiso para aterrizar en chile se lo volvió a suspender y el vuelo fue programado para este martes a las 700 la delegación del rojo cochabambino ya se encuentra en territorio chileno,https://eldeber.com.bo/wilstermann/wilstermann-finalmente-pudo-viajar-a-chile-para-jugar-esta-noche-con-everton_273428,5/4/2022,eldeber.com.bo,946dc834eb60910d449d190fc4ee87e8,76,1909,8,173,"('delegación', 5)","('martes', 5)","('vuelo', 5)"
60,el festival barroco tendrá 132 conciertos el 84% serán gratuitos,la décimotercera versión del festival internacional de música renacentista y barroca americana misiones de chiquitos se llevará a cabo del 22 de abril al 1 de mayo anoche fue el lanzamiento  el xiii festival internacional de música renacentista y barroca americana misiones de chiquitos  se llevará a cabo del 22 de abril al 1 de mayo  organizado por la asociación pro arte y cultura apac  que ha sorteado los obstáculos más difíciles desde sus inicios resultado de ello fueron los conciertos barrocos en tiempo de pandemia  una vitrina a todo el mundo   los músicos de bolivia están muy bien preparados conciertos  la cita tendrá 132 conciertos de los cuales 84% serán gratuitos el costo de la entrada será de bs 70 y estudiantes bs 35 se contará con la presencia de 18 grupos internacionales incluida una solista  más detalles el xiii festival internacional de música renacentista y barroca americana misiones de chiquitos  se llevará a cabo del 22 de abril al 1 de mayo  organizado por la asociación pro arte y cultura apac  que ha sorteado los obstáculos más difíciles desde sus inicios resultado de ello fueron los conciertos barrocos en tiempo de pandemia  una vitrina a todo el mundo   los músicos de bolivia están muy bien preparados conciertos  la cita tendrá 132 conciertos de los cuales 84% serán gratuitos el costo de la entrada será de bs 70 y estudiantes bs 35 se contará con la presencia de 18 grupos internacionales incluida una solista  más detalles,https://eldeber.com.bo/tendencias/el-festival-barroco-tendra-132-conciertos-el-84-seran-gratuitos_273400,5/4/2022,eldeber.com.bo,1bba5059b4e9ead8feca370a2fb2b377,64,1466,8,150,"('conciertos', 6)","('bs', 4)","('festival', 3)"
61,montaño advierte que falta de firma de camacho pone en riesgo crédito de más de $us 180 mm, este lunes vence el plazo para que el gobernador de santa cruz luis fernando camacho firme un convenio intergubernativo para la construcción de la carretera buena vistalas cruces y garantice la contraparte de $us 70 millones el ministro de obras públicas edgar montaño informó que el gobierno salva su responsabilidad ya que crédito está en riesgo el ministerio de obras públicas salva nuestra responsabilidad como gobierno ahora ya es responsabilidad del señor gobernador camacho por no haber firmado este convenio intergubernativo afirmó en una conferencia de prensa en la que advirtió del vencimiento del plazo para cumplir con procedimientos de concreción del crédito del banco de desarrollo de américa latina caf esta carretera ubicada en el departamento de santa cruz demandará una inversión de más de $us 180 millones de los que el 30% deberá ser contraparte departamental y el 70% restante aporte del gobierno central montaño explicó que la gobernación cuenta con los recursos suficientes para asegurar su contraparte y descartó versiones contrarias la irresponsabilidad del señor gobernador de no haber firmado el convenio intergubernativo está poniendo en riesgo el crédito destinado a la construcción de la carretera advirtió y llamó a camacho a dejar de alentar protestas esta vez por el censo y dedicarle al menos un día a trabajar por santa cruz,https://www.la-razon.com/economia/2022/04/04/montano-advierte-que-falta-de-firma-de-camacho-pone-en-riesgo-credito-de-mas-de-us-180-mm/,2022/04/04,www.la-razon.com,0e510d6d1ae73fd44afb3e2d52f5c1d4,90,1360,11,119,"('gobernador', 3)","('santa', 3)","('cruz', 3)"
62,en 1980 paramilitares argentinos asesinaron al jesuita luis espinal, luis espinal camps fue secuestrado torturado y asesinado en marzo de 1980 por paramilitares argentinos según una conclusión de la comisión de la verdad que investigó muertes desapariciones torturas detenciones arbitrarias y violencia sexual en las dictaduras definitivamente los autores del hecho mismo no fueron bolivianos sino argentinos que vinieron en el marco del plan cóndor y previo al golpe de luis garcía meza toda la metodología empleada en el secuestro la tortura y los trabajos eran métodos utilizados por la alianza anticomunista argentina triple a explicó el secretario ejecutivo de la comisión luis fernando rodríguez a   el historiador mexicano carlos fernando lópez de la torre calificó a la triple a de escuadrón de la muerte paraestatal con mayor énfasis en el tercer peronismo argentino entre 1973 y 1976 cumplían funciones de seguridad interna con técnicas criminales orientadas a defender el orden hegemónico señala el experto en su artículo la alianza anticomunista argentina análisis de su trayectoria y articulaciones represivas esos años el plan cóndor sobrevolaba por la región y consistía en detectar enemigos internos secuestrarlos y eliminarlos físicamente todo eso nos permite trabajar sobre esa conclusión de que el asesinato propiamente habría sido ejecutado por argentinos sostuvo rodríguez bajo la dictadura de hugo banzer 19711978 espinal se dedicó a la crítica de cine en presencia donde abogó por la igualdad la libertad la justicia y la paz fue secuestrado el viernes 21 de marzo de 1980 hace exactamente 42 años fue secuestrado y asesinado el padre luis espinal director de aquí tituló el periódico presencia el 23 de marzo en su nota central junto a otras noticias en conmemoración al día del mar en domingo en la publicación se cuenta que el viernes 21 asistió como de costumbre a dos funciones cinematográficas y fue visto hacia las 2000 caminando por el centro de la ciudad el jesuita vivía en la calle díaz romero junto a otros religiosos el viernes por la noche no pudo ingresar a su residencia porque fue interceptado un jeep verde le esperaba en la puerta de su casa y varios hombres le empujaron violentamente al interior según relataron personas que presenciaron desde lejos la captura detalla una publicación de presencia un campesino augusto chura condori encontró el cadáver tendido de bruces en el kilómetro 8 del camino que sube casi paralelo a la autopista hacia chacaltaya junto al choqueyapu estaba amordazado y con las manos amarradas hacia atrás las fosas nasales habían sido tapadas con pedazos de algodón permaneció toda la tarde en la morgue y por la noche se dio a conocer el informe de autopsia el sábado 22 de marzo que indicó que el sacerdote murió de anemia aguda debido a una hemorragia interna secundaria a múltiples reacciones esqueléticosviscerales ocasionadas por numerosos impactos de armas de fuego intervinieron seis médicos como señala el periodista nicolás fernández en un artículo publicado en animal político el 7 de marzo pasado fue asesinado con 18 balas blindadas como preludio de la asonada militar de corte fascista que llevó a cabo luis garcía meza el 17 de julio de 1980 espinal fue velado el 23 de marzo en la capilla del colegio san calixto y sus restos fueron trasladados al templo de la compañía de jesús para una misa su entierro fue multitudinario asistieron autoridades nacionales y la población los periodistas ejecutaron un paro de 24 horas exigiendo el esclarecimiento del crimen banzer temía terminar ante la justicia por crímenes de corrupción y narcotráfico espinal marcelo quiroga santa cruz y juan carlos flores bedregal reunieron pruebas y empezaron el juicio pero no lo concluyeron porque fueron asesinados el dictador tenía tres motivos para buscar la muerte de espinal haber preparado y sostener el juicio de responsabilidades revelar sus vinculaciones con el narcotráfico y por ser un cura comunista si se iniciaba el juicio de responsabilidades contra banzer no iba a poder continuar con su carrera política y esa era una preocupación expresada en varias oportunidades dijo rodríguez según archivos desclasificados de la cancillería banzer hacía seguimiento del jesuita desde 1972 era considerado indeseable por el gobierno de banzer dijo en 2016 la directora del archivo nacional de la cancillería raquel lara mientras que fernández en su artículo añade que la comisión de la verdad de bolivia reveló que el asesinato de espinal quiroga y flores respondió a intereses políticos de banzer y fue ejecutado por órdenes de garcía meza ¡adiós hermano luis! ¡han matado tu carne pero no tus ideas! con esa frase en 1980 enterraron al jesuita espinal camps en el cementerio general de la paz,https://www.la-razon.com/lr-en-la-memoria/2022/03/21/en-1980-paramilitares-argentinos-asesinaron-al-jesuita-luis-espinal/,2022/03/21,www.la-razon.com,c0a3b08d1854da735c9c98ebd62db763,67,4694,7,450,"('espinal', 8)","('marzo', 6)","('banzer', 6)"
64,embajador ruso ante la onu fueron evacuadas 600000 personas de ucrania a rusia, rusia ha evacuado a «600000 personas» de ucrania que no partieron «bajo coacción o secuestradas» como dice occidente afirmó este martes ante el consejo de seguridad de la onu el embajador ruso ante naciones unidas vasili nebenzia «no vinimos a ucrania a conquistar territorios» declaró y refutó las acusaciones de que el ejército ruso cometió atrocidades el presidente ucraniano volodimir zelenski instó a la onu a actuar «inmediatamente» frente a los «crímenes de guerra» cometidos según él por rusia en su país porque de lo contrario tendrá que «cerrar» en un discurso solemne por video transmitido en directo en la sala del consejo de seguridad volodimir zelenski también pidió que se excluya a rusia de este organismo del cual es uno de los cinco miembros permanentes y una reforma del sistema de naciones unidas para que «el derecho al veto no signifique derecho a morir» «ahora necesitamos decisiones del consejo de seguridad para la paz en ucrania si no saben cómo tomar esta decisión pueden hacer dos cosas» dijo el presidente ucraniano «excluir a rusia como agresor y el que inició la guerra para que no bloquee las decisiones relacionadas con su propia agresión y después hacer todo lo posible para lograr la paz» afirmó zelenski en presencia del secretario general de la onu antonio guterres 05/04/2022,https://www.la-razon.com/mundo/2022/04/05/embajador-ruso-ante-la-onu-fueron-evacuadas-600-000-persona-de-ucrania-a-rusia/,2022/04/05,www.la-razon.com,08881e22d2b836e2aa94f54643f5d1df,78,1314,9,117,"('rusia', 4)","('ucrania', 3)","('consejo', 3)"
65,rusia apartada del mundial 2022 retiró su recurso contra la fifa ,la federación rusa de fútbol retiró el 30 de marzo su recurso contra la decisión de la fifa de apartar a su selección de las competiciones internacionales  retiró el 30 de marzo su recurso contra la decisión de la fifa  el procedimiento se cerrará en breve  no pudo por tanto participar en la repesca de finales de marzo  la federación rusa mantiene en cambio su proceso contra la uefa ningún calendario del proceso ha sido por el momento establecido   la jurisdicción deportiva registró una cascada de nuevos procesos  las federaciones rusas de patinaje biatlón remo rugby y gimnasia retiró el 30 de marzo su recurso contra la decisión de la fifa  el procedimiento se cerrará en breve  no pudo por tanto participar en la repesca de finales de marzo  la federación rusa mantiene en cambio su proceso contra la uefa ningún calendario del proceso ha sido por el momento establecido   la jurisdicción deportiva registró una cascada de nuevos procesos  las federaciones rusas de patinaje biatlón remo rugby y gimnasia la federación rusa de fútbol  de apartar a su selección de las competiciones internacionales aceptando su exclusión del mundial 2022 anunció este martes el tribunal arbitral del deporte tas  precisa el tas en un comunicado después de que el fútbol ruso tuviera un primer revés el 18 de marzo cuando el tas no suspendió las sanciones de la fifa en espera de una decisión sobre el fondo del caso  la sbornaia cuartofinalista del mundial 2018 organizado en su propio país rusia para el torneo catarí 21 de noviembre18 de diciembre dejando el camino despejado a polonia para sacar su billete a doha  que ha suspendido a sus clubes y selecciones de las competiciones europeas cuando su equipo femenino espera todavía participar en la eurocopa 2022 este año en inglaterra advierte sin embargo el tas por otra parte contra las sanciones tomadas por las instancias deportivas tras la invasión de ucrania por el ejército ruso  contestan de este modo la exclusión de sus deportistas de las competiciones internacionales precisa el tas la federación rusa de fútbol  de apartar a su selección de las competiciones internacionales aceptando su exclusión del mundial 2022 anunció este martes el tribunal arbitral del deporte tas  precisa el tas en un comunicado después de que el fútbol ruso tuviera un primer revés el 18 de marzo cuando el tas no suspendió las sanciones de la fifa en espera de una decisión sobre el fondo del caso  la sbornaia cuartofinalista del mundial 2018 organizado en su propio país rusia para el torneo catarí 21 de noviembre18 de diciembre dejando el camino despejado a polonia para sacar su billete a doha  que ha suspendido a sus clubes y selecciones de las competiciones europeas cuando su equipo femenino espera todavía participar en la eurocopa 2022 este año en inglaterra advierte sin embargo el tas por otra parte contra las sanciones tomadas por las instancias deportivas tras la invasión de ucrania por el ejército ruso  contestan de este modo la exclusión de sus deportistas de las competiciones internacionales precisa el tas,https://eldeber.com.bo/futbol/rusia-apartada-del-mundial-2022-retiro-su-recurso-contra-la-fifa_273459,5/4/2022,eldeber.com.bo,fbf818c3a7bed7970858cb931b434b05,65,3063,8,286,"('tas', 10)","('marzo', 7)","('contra', 7)"
66,la felcn ingresa al trópico de cochabamba para investigar denuncia de evo él dice que policías ratifican la protección al narco,vea el tuit y el video efectivos antidrogas realizan varios operativos y esperan que se remitan los audios que supuestamente involucran a oficiales morales dice que aguarda acciones y no declaraciones  para investigar la denuncia realizada por el jefe del mas evo morales sobre supuesta protección supuestamente se escucha a un oficial recibir la orden de un coronel para abandonar una fábrica de droga nos vemos en la obligación y solicitaré mediante correspondencia los audios al señor evo morales otros efectivos de la policía boliviana respaldan las acusaciones sobre el encubrimiento tuit de morales aguardamos investigaciones no declaraciones posteó el dirigente cocalero si hubo un operativo el 25 de marzo en valle sacta donde presuntamente la instrucción fue salir sin tocar nada veremos las coordenadas donde supuestamente se encontraba ese laboratorio declaraciones de la felcn  para investigar la denuncia realizada por el jefe del mas evo morales sobre supuesta protección supuestamente se escucha a un oficial recibir la orden de un coronel para abandonar una fábrica de droga nos vemos en la obligación y solicitaré mediante correspondencia los audios al señor evo morales otros efectivos de la policía boliviana respaldan las acusaciones sobre el encubrimiento tuit de morales aguardamos investigaciones no declaraciones posteó el dirigente cocalero si hubo un operativo el 25 de marzo en valle sacta donde presuntamente la instrucción fue salir sin tocar nada veremos las coordenadas donde supuestamente se encontraba ese laboratorio declaraciones de la felcn ,https://eldeber.com.bo/pais/la-felcn-ingresa-al-tropico-de-cochabamba-para-investigar-denuncia-de-evo-el-dice-que-policias-ratif_273409,5/4/2022,eldeber.com.bo,693400072a09b894ca10629c79483e43,127,1577,12,145,"('morales', 7)","('supuestamente', 5)","('declaraciones', 5)"
67,bolivia denuncia cinismo de chile ante la corte internacional de justicia, durante la segunda jornada de presentación de alegatos orales ante la corte internacional de justicia cij la cual se desarrolló este martes la representación de bolivia acusó el cinismo del vecino país al mismo tiempo que negó cualquier incumplimiento o daño a chile por decisiones o acciones sobre las aguas del silala el abogado defensor de la parte boliviana rodman bundy afirmó que hasta ahora chile fue libre de usar las aguas en disputa sin ningún tipo de restricción y que bolivia nunca interfirió ni causó conflictos por eso dado ese estado de cosas no existe base fáctica o jurídica de que bolivia incumplió obligaciones con chile en relación al silala … hay un cierto cinismo en las afirmaciones de chile cómo puede chile … acusar a bolivia de incumplimientos todo ello suena a huecos afirmó el jurista en su intervención ante la cij también manifestó que bolivia nunca realizó ninguna acción que represente daño ambiental o cualquier otra que haya perjudicado a chile país que se beneficia de las aguas del silala asimismo bundy afirmó que las reclamaciones de chile carecen de fundamento y que todos sus elementos expuestos contra bolivia no representan daño al caudal de las aguas bolivia se toma muy en serio los temas ambientales y siempre ha tomado medidas para evitar la contaminación chile nunca ha demostrado que las actividades emprendidas por bolivia cerca del silala hubieran causado la más mínima contaminación a las aguas o una afectación a chile enfatizó de esa manrea el equipo de bolivia también expuso los argumentos de su contrademanda y ratificó la intención del gobierno nacional de desmantelar los canales que aumentan el caudal de las aguas artificialmente beneficiando al país vecino «en el caso de que bolivia desmantelara los canales como tiene derecho a hacerlo chile no puede quejarse de que debido a ese acto se le haya privado de uso razonable de las aguas del silala … bolivia no debería ser sancionada por el desmantelamiento de la canalización afirmó el jurista internacional se incluyó en la contrademanda el criterio de compensación bajo esta figura bolivia pidió a chile el pago de un resarcimiento por el flujo aumentado artificialmente con el que se beneficiaron de las aguas del silala según reportó el portal informativo oxigeno el concepto de compensación para la entrega de las aguas no es algo nuevo en un acuerdo inicial chile convino compensar a bolivia por cualquier agua que sea extraída de su territorio recordó bundy durante su participación / lmpt,https://lapatria.bo/2022/04/05/bolivia-denuncia-cinismo-de-chile-ante-la-corte-internacional-de-justicia/,2022/04/05,lapatria.bo,f67237147ea18b431b8507189b48e117,73,2508,7,233,"('bolivia', 13)","('chile', 12)","('aguas', 9)"
68,ponen fin a la emergencia sanitaria en uruguay, dieron por terminada la emergencia sanitaria que se decretó en marzo de 2020 por el covid19 en uruguay tras el anuncio de este lunes que dio a conocer el presidente del país luis lacalle pou después de dos años y diecisiete días de pandemia el mandatario uruguayo declaró la emergencia sanitaria el 13 de marzo de 2020 tras conocerse los primeros cuatro casos de coronavirus en el país en ese sentido permitió al gobierno implementar una serie de medidas extraordinarias para contener el avance de contagios como el cierre de varias actividades o la suspensión de espectáculos públicos después que se llevara una reunión con las autoridades de salud y en base a la información recibida respecto a la evolución del virus en el país hemos decidido terminar con el estado de emergencia sanitaria declaró el mandatario a través de su cuenta de twitter el subsecretario de salud josé luis satdjian dijo si bien la pandemia no acabó ese es un tema que depende de la organización mundial de la salud pero la marcha epidemiológica local permite decir adiós a la obligatoriedad de la mayoría de las medidas preventivas asimismo añadió que firmarán el decreto correspondiente en los próximos días la mayoría de esas medidas se flexibilizaron debido a que en el reciente año en el que se llevó exitosamente la campaña de vacunación se alcanzó una alta tasa de cobertura el 80% de la población tiene la primera y segunda dosis contra el coronavirus y el 64% dispone de la tercera dosis de refuerzo con ese dato sobre la mesa acordaron dar fin al decreto 93/020 de declaración de emergencia nacional sanitaria como consecuencia de la pandemia originada por el virus covid19 que aunque parezca un simple tema y de nomenclaturas implica cambios en los protocolos y en como la sanidad procederá con el seguimiento a la epidemia «es el momento de dar ese salto cualitativo pero absolutamente necesario hacia la normalización» señaló el ministro de salud daniel salinas durante una rueda de prensa tras la reunión con lacalle y antes de indicar qué cambiará con la medida asimismo expresó que el uso de barbijo en situaciones específicas como de personal de salud transporte público o elaboradores de comida seguirá siendo aconsejable pero ya no obligatoria salvo para aquellas personas con síntomas del covid19 el gobierno de dicho país anunció el viernes anterior la decisión de permitir el ingreso al país de uruguayos y extranjeros vacunados pero sin la necesidad de un resultado negativo de la enfermedad informó la red erbol /slm/,https://lapatria.bo/2022/04/05/ponen-fin-a-la-emergencia-sanitaria-en-uruguay/,2022/04/05,lapatria.bo,0f34c8e3dff7976c2a73145f64cdb4c2,46,2519,5,225,"('país', 5)","('salud', 5)","('emergencia', 4)"
69,defensa legal de áñez denuncia que su juicio es una simulación, la defensa legal de la exmandataria jeanine áñez a cargo del abogado luis guillén catalogó su juicio como una simulación judicial ya que no se cumple el debido proceso además que todo se desarrolla de manera acelerada de esa manera guillén hizo las declaraciones la presente jornada y afirmó que el juicio contra su cliente no se desarrolla de acuerdo a garantías establecidas ni tratados internacionales ni siquiera bajo los lineamientos de la constitución política del estado cpe esto es una simulación de un acto judicial es una fantasía lo que están realizando y no se está respetando el debido proceso en este país específicamente en el juicio de la exmandataria establecer que no se está llevando un juicio conforme a las garantías ni los tratados internacionales ni conforme a la cpe ni a las normas procedimentales manifestó el abogado el proceso mediante la vía ordinaria denominado golpe de estado ii se restableció el lunes precedente en medio de quejas de trabajadores de la prensa quienes denunciaron haber sido excluidos de la audiencia que estaba programada de manera virtual asimismo la hija de la expresidente carolina ribera también denunció atropellos contra su madre manifestó que es víctima de tortura judicial porque la audiencia duró aproximadamente 17 horas sin tomar en cuenta la condición médica y la salud inestable de áñez duró casi 17 horas siendo desconsiderados con una mujer totalmente indefensa y enferma delicada de salud y otra vez se le subió la presión manifestó ribera mediante una conferencia de prensa al mismo tiempo de acusar al gobierno de atentar contra la vida de su madre pese a la orden emitida por el tribunal supremo de justicia tse la cual obliga a mantener las cámaras prendidas durante las audiencias ribera calificó el caso de su madre como un linchamiento judicial pues se mantienen las cámaras a oscuras según informó brújula digital esto es un abuso grosero inhumano indolente que están cometiendo en contra de mi madre y contra los militares la están matando a mi madre en su condición de salud prosiguió carolina / lmpt,https://lapatria.bo/2022/04/05/defensa-legal-de-anez-denuncia-que-su-juicio-es-una-simulacion/,2022/04/05,lapatria.bo,1fae93abb667aa3e59b84877efbaff49,62,2078,6,194,"('contra', 5)","('madre', 5)","('juicio', 4)"
